id,duration,start_date,start_station_name,start_station_id,end_date,end_station_name,end_station_id,bike_id,subscription_type,zip_code
849224,426,7/16/2015 9:45,Clay at Battery,41,7/16/2015 9:52,Temporary Transbay Terminal (Howard at Beale),55,360,Subscriber,94111
849155,1400,7/16/2015 9:15,California Ave Caltrain Station,36,7/16/2015 9:38,California Ave Caltrain Station,36,694,Subscriber,94041
849049,345,7/16/2015 8:48,Embarcadero at Sansome,60,7/16/2015 8:54,Steuart at Market,74,598,Subscriber,94133
848921,477,7/16/2015 8:15,Temporary Transbay Terminal (Howard at Beale),55,7/16/2015 8:23,Embarcadero at Vallejo,48,558,Subscriber,94547
848618,1056,7/15/2015 21:55,South Van Ness at Market,66,7/15/2015 22:13,Embarcadero at Sansome,60,447,Subscriber,94133
848577,686,7/15/2015 20:33,Market at Sansome,77,7/15/2015 20:45,Market at 10th,67,336,Customer,33064
848466,584,7/15/2015 18:46,San Francisco Caltrain (Townsend at 4th),70,7/15/2015 18:56,Market at 10th,67,578,Subscriber,94107
848218,1348,7/15/2015 17:30,Embarcadero at Folsom,51,7/15/2015 17:53,Yerba Buena Center of the Arts (3rd @ Howard),68,593,Customer,32459
847958,758,7/15/2015 16:25,Civic Center BART (7th at Market),72,7/15/2015 16:38,San Francisco Caltrain 2 (330 Townsend),69,544,Subscriber,94062
847859,1087,7/15/2015 15:43,Powell at Post (Union Square),71,7/15/2015 16:01,San Francisco Caltrain 2 (330 Townsend),69,236,Subscriber,94107
847575,356,7/15/2015 10:31,San Pedro Square,6,7/15/2015 10:37,San Jose Civic Center,3,157,Customer,10461
847465,701,7/15/2015 9:33,5th at Howard,57,7/15/2015 9:45,Market at 4th,76,522,Subscriber,94103
847377,511,7/15/2015 9:09,Steuart at Market,74,7/15/2015 9:18,2nd at Townsend,61,288,Subscriber,94610
847371,458,7/15/2015 9:08,Embarcadero at Sansome,60,7/15/2015 9:16,Beale at Market,56,425,Subscriber,92084
847320,139,7/15/2015 8:58,Market at 4th,76,7/15/2015 9:01,Yerba Buena Center of the Arts (3rd @ Howard),68,607,Subscriber,94123
847317,752,7/15/2015 8:53,2nd at South Park,64,7/15/2015 9:06,Mechanics Plaza (Market at Battery),75,404,Subscriber,94107
847004,377,7/15/2015 7:47,San Francisco Caltrain (Townsend at 4th),70,7/15/2015 7:54,Howard at 2nd,63,321,Subscriber,94306
846919,879,7/15/2015 7:02,Redwood City Caltrain Station,22,7/15/2015 7:17,Stanford in Redwood City,25,705,Customer,94107
846775,473,7/14/2015 20:19,Beale at Market,56,7/14/2015 20:26,Embarcadero at Sansome,60,315,Subscriber,94111
846773,295,7/14/2015 20:16,Yerba Buena Center of the Arts (3rd @ Howard),68,7/14/2015 20:21,San Francisco Caltrain (Townsend at 4th),70,398,Subscriber,94402
846678,316,7/14/2015 18:47,Japantown,9,7/14/2015 18:52,San Jose City Hall,10,680,Subscriber,95112
846617,825,7/14/2015 18:21,Post at Kearny,47,7/14/2015 18:35,Townsend at 7th,65,290,Subscriber,94107
846556,1043,7/14/2015 18:03,Davis at Jackson,42,7/14/2015 18:21,San Francisco Caltrain 2 (330 Townsend),69,418,Subscriber,94065
846267,1003,7/14/2015 16:50,Clay at Battery,41,7/14/2015 17:07,San Francisco Caltrain (Townsend at 4th),70,603,Subscriber,94402
846235,346,7/14/2015 16:38,Embarcadero at Bryant,54,7/14/2015 16:44,San Francisco Caltrain 2 (330 Townsend),69,347,Subscriber,94062
846224,563,7/14/2015 16:33,Steuart at Market,74,7/14/2015 16:43,San Francisco Caltrain (Townsend at 4th),70,283,Subscriber,94403
845888,573,7/14/2015 11:49,Market at 10th,67,7/14/2015 11:58,Washington at Kearny,46,291,Subscriber,94920
845639,407,7/14/2015 9:27,Howard at 2nd,63,7/14/2015 9:34,San Francisco Caltrain (Townsend at 4th),70,491,Subscriber,94105
845565,431,7/14/2015 9:08,San Jose Diridon Caltrain Station,2,7/14/2015 9:16,San Jose Civic Center,3,42,Subscriber,94070
845489,278,7/14/2015 8:53,Mountain View Caltrain Station,28,7/14/2015 8:58,Evelyn Park and Ride,30,27,Subscriber,94108
845166,856,7/14/2015 7:29,Embarcadero at Folsom,51,7/14/2015 7:43,Townsend at 7th,65,325,Subscriber,94501
845148,686,7/14/2015 7:23,Redwood City Caltrain Station,22,7/14/2015 7:35,Stanford in Redwood City,25,647,Subscriber,94131
845119,639,7/14/2015 7:05,San Francisco Caltrain (Townsend at 4th),70,7/14/2015 7:16,Civic Center BART (7th at Market),72,408,Subscriber,94103
845021,192,7/13/2015 21:12,Broadway St at Battery St,82,7/13/2015 21:15,Beale at Market,56,475,Subscriber,94114
844945,890,7/13/2015 19:32,Yerba Buena Center of the Arts (3rd @ Howard),68,7/13/2015 19:47,Market at 10th,67,453,Customer,1742
844910,876,7/13/2015 19:12,San Francisco Caltrain (Townsend at 4th),70,7/13/2015 19:26,Washington at Kearny,46,709,Subscriber,94133
844878,368,7/13/2015 18:57,Spear at Folsom,49,7/13/2015 19:03,Yerba Buena Center of the Arts (3rd @ Howard),68,465,Subscriber,94130
844356,439,7/13/2015 16:36,Embarcadero at Sansome,60,7/13/2015 16:43,Steuart at Market,74,608,Subscriber,94568
844351,964,7/13/2015 16:33,Clay at Battery,41,7/13/2015 16:49,San Francisco Caltrain (Townsend at 4th),70,500,Subscriber,94301
844166,428,7/13/2015 14:28,2nd at Townsend,61,7/13/2015 14:35,Harry Bridges Plaza (Ferry Building),50,582,Subscriber,94903
843987,196,7/13/2015 10:43,Market at Sansome,77,7/13/2015 10:46,2nd at Folsom,62,533,Subscriber,94544
843981,757,7/13/2015 10:38,Washington at Kearny,46,7/13/2015 10:51,2nd at Folsom,62,411,Subscriber,94133
843698,208,7/13/2015 8:47,Townsend at 7th,65,7/13/2015 8:51,San Francisco Caltrain 2 (330 Townsend),69,410,Subscriber,94107
843621,368,7/13/2015 8:27,2nd at Townsend,61,7/13/2015 8:33,Spear at Folsom,49,527,Subscriber,94105
843461,682,7/13/2015 7:48,Golden Gate at Polk,59,7/13/2015 7:59,Temporary Transbay Terminal (Howard at Beale),55,327,Subscriber,94110
843411,722,7/13/2015 7:27,San Francisco Caltrain (Townsend at 4th),70,7/13/2015 7:39,Temporary Transbay Terminal (Howard at Beale),55,386,Subscriber,94403
843408,402,7/13/2015 7:26,Mountain View Caltrain Station,28,7/13/2015 7:33,Mountain View City Hall,27,146,Subscriber,93950
843090,288,7/12/2015 14:46,2nd at Townsend,61,7/12/2015 14:51,2nd at Folsom,62,399,Subscriber,94107
843055,12067,7/12/2015 13:58,Post at Kearny,47,7/12/2015 17:19,Mechanics Plaza (Market at Battery),75,382,Customer,nil
842934,17262,7/12/2015 11:44,Embarcadero at Vallejo,48,7/12/2015 16:32,Embarcadero at Folsom,51,393,Customer,nil
842680,1031,7/11/2015 18:00,Embarcadero at Sansome,60,7/11/2015 18:17,Harry Bridges Plaza (Ferry Building),50,628,Customer,11779
842667,302,7/11/2015 17:41,Townsend at 7th,65,7/11/2015 17:46,San Francisco Caltrain 2 (330 Townsend),69,446,Subscriber,94044
842121,264,7/10/2015 19:59,Market at Sansome,77,7/10/2015 20:03,Harry Bridges Plaza (Ferry Building),50,351,Subscriber,94105
841795,580,7/10/2015 17:24,5th at Howard,57,7/10/2015 17:34,San Francisco City Hall,58,496,Subscriber,94127
841692,616,7/10/2015 16:59,Temporary Transbay Terminal (Howard at Beale),55,7/10/2015 17:09,San Francisco Caltrain (Townsend at 4th),70,314,Customer,88001
841644,701,7/10/2015 16:45,Temporary Transbay Terminal (Howard at Beale),55,7/10/2015 16:57,San Francisco Caltrain (Townsend at 4th),70,300,Subscriber,94022
841328,200,7/10/2015 13:12,Spear at Folsom,49,7/10/2015 13:15,Harry Bridges Plaza (Ferry Building),50,572,Subscriber,94611
841285,568,7/10/2015 12:15,Steuart at Market,74,7/10/2015 12:25,San Francisco Caltrain 2 (330 Townsend),69,432,Customer,94102
841088,1356,7/10/2015 9:39,Spear at Folsom,49,7/10/2015 10:02,Embarcadero at Folsom,51,282,Subscriber,94105
840897,376,7/10/2015 8:49,Mountain View Caltrain Station,28,7/10/2015 8:55,Castro Street and El Camino Real,32,254,Subscriber,94109
840776,682,7/10/2015 8:06,San Francisco Caltrain (Townsend at 4th),70,7/10/2015 8:17,Embarcadero at Folsom,51,569,Subscriber,94062
840765,503,7/10/2015 8:03,San Francisco Caltrain (Townsend at 4th),70,7/10/2015 8:12,Embarcadero at Folsom,51,328,Subscriber,94402
840756,778,7/10/2015 8:03,San Francisco Caltrain (Townsend at 4th),70,7/10/2015 8:16,Davis at Jackson,42,287,Subscriber,95014
840601,487,7/9/2015 23:49,Civic Center BART (7th at Market),72,7/9/2015 23:57,Washington at Kearny,46,571,Customer,10017
840533,1202,7/9/2015 20:14,Embarcadero at Sansome,60,7/9/2015 20:34,Powell Street BART,39,878,Subscriber,94108
840530,198,7/9/2015 20:13,San Francisco Caltrain 2 (330 Townsend),69,7/9/2015 20:16,2nd at Townsend,61,579,Subscriber,94107
840434,365,7/9/2015 18:51,Howard at 2nd,63,7/9/2015 18:57,San Francisco Caltrain (Townsend at 4th),70,652,Subscriber,94066
840380,519,7/9/2015 18:28,Market at Sansome,77,7/9/2015 18:37,Grant Avenue at Columbus Avenue,73,464,Subscriber,94104
840354,1432,7/9/2015 18:18,Spear at Folsom,49,7/9/2015 18:42,2nd at Townsend,61,321,Subscriber,94404
840335,891,7/9/2015 18:11,Davis at Jackson,42,7/9/2015 18:26,San Francisco Caltrain 2 (330 Townsend),69,137,Subscriber,95051
840235,689,7/9/2015 17:45,Spear at Folsom,49,7/9/2015 17:56,San Francisco Caltrain 2 (330 Townsend),69,422,Subscriber,94105
840227,366,7/9/2015 17:42,2nd at Townsend,61,7/9/2015 17:48,Harry Bridges Plaza (Ferry Building),50,417,Subscriber,94901
839939,509,7/9/2015 16:12,Broadway St at Battery St,82,7/9/2015 16:21,Beale at Market,56,504,Subscriber,94118
839635,282,7/9/2015 10:27,Steuart at Market,74,7/9/2015 10:32,Embarcadero at Vallejo,48,512,Subscriber,94102
839611,979,7/9/2015 10:00,Townsend at 7th,65,7/9/2015 10:16,Spear at Folsom,49,379,Subscriber,94103
839468,497,7/9/2015 9:09,Civic Center BART (7th at Market),72,7/9/2015 9:17,Washington at Kearny,46,602,Subscriber,94710
839432,643,7/9/2015 9:02,San Francisco Caltrain 2 (330 Townsend),69,7/9/2015 9:12,Market at 10th,67,611,Subscriber,94066
839364,257,7/9/2015 8:47,2nd at Townsend,61,7/9/2015 8:51,San Francisco Caltrain (Townsend at 4th),70,509,Subscriber,94107
839271,449,7/9/2015 8:22,Embarcadero at Bryant,54,7/9/2015 8:30,Embarcadero at Vallejo,48,274,Subscriber,94107
839224,207,7/9/2015 8:11,Golden Gate at Polk,59,7/9/2015 8:15,Market at 10th,67,283,Subscriber,94121
839152,1092,7/9/2015 7:55,Powell at Post (Union Square),71,7/9/2015 8:14,Davis at Jackson,42,531,Subscriber,94109
839126,606,7/9/2015 7:49,Townsend at 7th,65,7/9/2015 7:59,2nd at Folsom,62,472,Subscriber,94107
839117,474,7/9/2015 7:47,San Francisco Caltrain 2 (330 Townsend),69,7/9/2015 7:55,Market at 4th,76,351,Subscriber,94107
838944,366,7/8/2015 21:21,Market at 10th,67,7/8/2015 21:27,Powell Street BART,39,330,Subscriber,94116
838918,409,7/8/2015 20:28,2nd at Townsend,61,7/8/2015 20:35,Steuart at Market,74,537,Subscriber,94612
838787,405,7/8/2015 18:53,Yerba Buena Center of the Arts (3rd @ Howard),68,7/8/2015 19:00,Powell Street BART,39,428,Subscriber,94804
838674,407,7/8/2015 18:12,Embarcadero at Bryant,54,7/8/2015 18:18,San Francisco Caltrain 2 (330 Townsend),69,513,Subscriber,94402
838667,632,7/8/2015 18:09,Golden Gate at Polk,59,7/8/2015 18:19,Steuart at Market,74,483,Subscriber,94610
838640,602,7/8/2015 18:03,Embarcadero at Folsom,51,7/8/2015 18:13,San Francisco Caltrain 2 (330 Townsend),69,359,Subscriber,94061
838638,401,7/8/2015 18:03,Embarcadero at Sansome,60,7/8/2015 18:10,Commercial at Montgomery,45,510,Subscriber,94103
838637,626,7/8/2015 18:03,Embarcadero at Sansome,60,7/8/2015 18:13,Howard at 2nd,63,634,Subscriber,94107
838624,513,7/8/2015 17:59,Embarcadero at Folsom,51,7/8/2015 18:08,San Francisco Caltrain 2 (330 Townsend),69,325,Subscriber,94010
838593,140,7/8/2015 17:53,Grant Avenue at Columbus Avenue,73,7/8/2015 17:55,Washington at Kearny,46,464,Subscriber,94133
838505,517,7/8/2015 17:31,Market at 10th,67,7/8/2015 17:40,San Francisco Caltrain 2 (330 Townsend),69,544,Subscriber,94089
838486,541,7/8/2015 17:25,Temporary Transbay Terminal (Howard at Beale),55,7/8/2015 17:34,San Francisco Caltrain (Townsend at 4th),70,557,Subscriber,94010
838087,64,7/8/2015 14:39,Spear at Folsom,49,7/8/2015 14:40,Spear at Folsom,49,446,Subscriber,94041
838059,660,7/8/2015 13:42,Yerba Buena Center of the Arts (3rd @ Howard),68,7/8/2015 13:53,Mechanics Plaza (Market at Battery),75,491,Subscriber,94111
838025,265,7/8/2015 12:58,San Francisco Caltrain (Townsend at 4th),70,7/8/2015 13:03,Townsend at 7th,65,191,Subscriber,94306
837797,825,7/8/2015 9:43,Steuart at Market,74,7/8/2015 9:56,San Francisco Caltrain 2 (330 Townsend),69,491,Subscriber,94107
837620,340,7/8/2015 8:52,Harry Bridges Plaza (Ferry Building),50,7/8/2015 8:58,Howard at 2nd,63,412,Subscriber,94115
837542,189,7/8/2015 8:35,Temporary Transbay Terminal (Howard at Beale),55,7/8/2015 8:38,2nd at South Park,64,317,Subscriber,94610
837445,408,7/8/2015 8:10,San Francisco Caltrain 2 (330 Townsend),69,7/8/2015 8:16,Howard at 2nd,63,447,Subscriber,94306
837433,875,7/8/2015 8:08,San Francisco Caltrain (Townsend at 4th),70,7/8/2015 8:23,Harry Bridges Plaza (Ferry Building),50,687,Subscriber,94086
837386,143,7/8/2015 7:58,Yerba Buena Center of the Arts (3rd @ Howard),68,7/8/2015 8:01,5th at Howard,57,431,Subscriber,94610
837238,204,7/8/2015 6:55,Broadway St at Battery St,82,7/8/2015 6:59,Clay at Battery,41,558,Subscriber,94133
837157,533,7/7/2015 22:06,Market at Sansome,77,7/7/2015 22:14,Embarcadero at Sansome,60,440,Subscriber,94105
837079,491,7/7/2015 20:27,2nd at Folsom,62,7/7/2015 20:35,San Francisco Caltrain (Townsend at 4th),70,408,Subscriber,94403
836996,496,7/7/2015 19:13,Beale at Market,56,7/7/2015 19:21,Powell Street BART,39,564,Subscriber,94107
836980,120,7/7/2015 19:06,San Francisco Caltrain (Townsend at 4th),70,7/7/2015 19:08,2nd at South Park,64,594,Subscriber,94107
836842,1160,7/7/2015 18:12,Harry Bridges Plaza (Ferry Building),50,7/7/2015 18:32,San Francisco Caltrain 2 (330 Townsend),69,193,Subscriber,94086
836748,800,7/7/2015 17:51,2nd at Folsom,62,7/7/2015 18:04,San Francisco Caltrain (Townsend at 4th),70,624,Subscriber,95008
836745,1438,7/7/2015 17:50,Washington at Kearny,46,7/7/2015 18:14,San Francisco City Hall,58,86,Customer,13905
836740,607,7/7/2015 17:49,Steuart at Market,74,7/7/2015 17:59,San Francisco Caltrain 2 (330 Townsend),69,578,Subscriber,94107
836731,599,7/7/2015 17:45,Golden Gate at Polk,59,7/7/2015 17:55,Temporary Transbay Terminal (Howard at Beale),55,275,Subscriber,94610
836610,219,7/7/2015 17:16,Commercial at Montgomery,45,7/7/2015 17:19,Davis at Jackson,42,357,Subscriber,94108
836590,832,7/7/2015 17:08,2nd at South Park,64,7/7/2015 17:21,San Francisco Caltrain 2 (330 Townsend),69,546,Subscriber,94107
836582,439,7/7/2015 17:10,Steuart at Market,74,7/7/2015 17:17,2nd at Townsend,61,406,Subscriber,95008
836577,677,7/7/2015 17:09,Commercial at Montgomery,45,7/7/2015 17:20,San Francisco Caltrain 2 (330 Townsend),69,479,Subscriber,94087
836544,1054,7/7/2015 17:02,Broadway St at Battery St,82,7/7/2015 17:20,San Francisco Caltrain 2 (330 Townsend),69,189,Subscriber,94027
836397,645,7/7/2015 16:16,Broadway St at Battery St,82,7/7/2015 16:26,San Francisco Caltrain (Townsend at 4th),70,502,Subscriber,95120
836377,450,7/7/2015 16:10,2nd at Townsend,61,7/7/2015 16:18,Harry Bridges Plaza (Ferry Building),50,412,Subscriber,94904
836258,369,7/7/2015 14:46,Broadway St at Battery St,82,7/7/2015 14:53,Steuart at Market,74,526,Subscriber,94111
836071,120,7/7/2015 11:23,Embarcadero at Folsom,51,7/7/2015 11:25,Embarcadero at Bryant,54,389,Subscriber,94115
835952,167,7/7/2015 9:48,Harry Bridges Plaza (Ferry Building),50,7/7/2015 9:50,Beale at Market,56,553,Subscriber,94122
835767,282,7/7/2015 8:50,2nd at Townsend,61,7/7/2015 8:55,San Francisco Caltrain (Townsend at 4th),70,274,Subscriber,94107
835650,220,7/7/2015 8:14,San Francisco Caltrain 2 (330 Townsend),69,7/7/2015 8:18,Townsend at 7th,65,507,Subscriber,94063
835623,661,7/7/2015 8:10,San Francisco Caltrain (Townsend at 4th),70,7/7/2015 8:21,Harry Bridges Plaza (Ferry Building),50,285,Subscriber,94002
835405,567,7/7/2015 6:03,San Francisco Caltrain (Townsend at 4th),70,7/7/2015 6:13,Howard at 2nd,63,285,Subscriber,94002
835377,344,7/6/2015 22:27,Powell Street BART,39,7/6/2015 22:33,Golden Gate at Polk,59,343,Subscriber,94109
835371,664,7/6/2015 21:59,2nd at Townsend,61,7/6/2015 22:10,Yerba Buena Center of the Arts (3rd @ Howard),68,214,Customer,7749
835283,2584,7/6/2015 19:36,Harry Bridges Plaza (Ferry Building),50,7/6/2015 20:19,Powell at Post (Union Square),71,592,Customer,10025
834076,386,7/6/2015 8:27,Embarcadero at Folsom,51,7/6/2015 8:33,Embarcadero at Vallejo,48,448,Subscriber,94611
833994,871,7/6/2015 8:04,San Francisco Caltrain 2 (330 Townsend),69,7/6/2015 8:18,Embarcadero at Sansome,60,442,Subscriber,95129
833978,477,7/6/2015 7:59,Civic Center BART (7th at Market),72,7/6/2015 8:07,San Francisco Caltrain 2 (330 Townsend),69,584,Subscriber,94103
833948,235,7/6/2015 7:48,San Francisco Caltrain 2 (330 Townsend),69,7/6/2015 7:52,Townsend at 7th,65,563,Subscriber,94103
833772,4004,7/5/2015 17:56,South Van Ness at Market,66,7/5/2015 19:03,South Van Ness at Market,66,306,Customer,94102
833699,715,7/5/2015 15:39,Embarcadero at Sansome,60,7/5/2015 15:51,Harry Bridges Plaza (Ferry Building),50,362,Customer,94507
833685,244,7/5/2015 15:18,Market at 10th,67,7/5/2015 15:23,Civic Center BART (7th at Market),72,426,Customer,43035
833610,2581,7/5/2015 12:38,Yerba Buena Center of the Arts (3rd @ Howard),68,7/5/2015 13:21,Embarcadero at Sansome,60,290,Customer,90036
833222,69584,7/4/2015 14:35,Temporary Transbay Terminal (Howard at Beale),55,7/5/2015 9:55,Powell Street BART,39,315,Customer,33
832964,626,7/3/2015 22:10,Market at 4th,76,7/3/2015 22:20,2nd at Townsend,61,402,Subscriber,94134
832937,511,7/3/2015 20:53,San Francisco City Hall,58,7/3/2015 21:01,Powell Street BART,39,348,Customer,19146
832871,408,7/3/2015 18:30,Market at 4th,76,7/3/2015 18:37,2nd at South Park,64,158,Customer,20814
832454,890,7/3/2015 8:34,Grant Avenue at Columbus Avenue,73,7/3/2015 8:49,Civic Center BART (7th at Market),72,469,Subscriber,94133
832395,230,7/3/2015 5:14,Temporary Transbay Terminal (Howard at Beale),55,7/3/2015 5:18,Steuart at Market,74,269,Subscriber,94112
831855,1067,7/2/2015 15:38,Embarcadero at Sansome,60,7/2/2015 15:56,San Francisco Caltrain 2 (330 Townsend),69,473,Customer,nil
831779,832,7/2/2015 14:47,Harry Bridges Plaza (Ferry Building),50,7/2/2015 15:01,San Francisco City Hall,58,677,Subscriber,94941
831762,321,7/2/2015 14:32,Steuart at Market,74,7/2/2015 14:37,Embarcadero at Bryant,54,586,Subscriber,94107
831727,377,7/2/2015 13:42,Harry Bridges Plaza (Ferry Building),50,7/2/2015 13:48,Howard at 2nd,63,593,Subscriber,94061
831636,454,7/2/2015 12:19,2nd at Townsend,61,7/2/2015 12:26,Post at Kearny,47,321,Subscriber,94107
831488,5332,7/2/2015 10:01,Paseo de San Antonio,7,7/2/2015 11:30,Adobe on Almaden,5,700,Customer,98403
831452,931,7/2/2015 9:46,Embarcadero at Folsom,51,7/2/2015 10:02,Grant Avenue at Columbus Avenue,73,618,Subscriber,94105
831088,799,7/2/2015 7:43,Steuart at Market,74,7/2/2015 7:56,Townsend at 7th,65,134,Subscriber,94965
830873,760,7/1/2015 21:19,San Francisco Caltrain (Townsend at 4th),70,7/1/2015 21:31,Washington at Kearny,46,623,Customer,
830753,295,7/1/2015 18:56,Mechanics Plaza (Market at Battery),75,7/1/2015 19:01,Howard at 2nd,63,403,Subscriber,94108
830653,932,7/1/2015 18:08,Embarcadero at Sansome,60,7/1/2015 18:24,San Francisco Caltrain 2 (330 Townsend),69,587,Subscriber,94103
830579,602,7/1/2015 17:40,Steuart at Market,74,7/1/2015 17:50,San Francisco Caltrain 2 (330 Townsend),69,274,Subscriber,94114
830524,738,7/1/2015 17:28,Golden Gate at Polk,59,7/1/2015 17:41,San Francisco Caltrain (Townsend at 4th),70,502,Subscriber,94306
830414,943,7/1/2015 16:59,Davis at Jackson,42,7/1/2015 17:14,San Francisco Caltrain 2 (330 Townsend),69,309,Subscriber,94111
830202,384,7/1/2015 15:32,Clay at Battery,41,7/1/2015 15:39,Market at 4th,76,278,Subscriber,94107
830161,733,7/1/2015 14:53,San Francisco Caltrain (Townsend at 4th),70,7/1/2015 15:05,Harry Bridges Plaza (Ferry Building),50,535,Subscriber,94501
830117,315,7/1/2015 13:49,Davis at Jackson,42,7/1/2015 13:55,Temporary Transbay Terminal (Howard at Beale),55,494,Subscriber,94121
829925,428,7/1/2015 10:23,5th at Howard,57,7/1/2015 10:30,San Francisco Caltrain 2 (330 Townsend),69,531,Subscriber,94541
829919,337,7/1/2015 10:18,Mountain View Caltrain Station,28,7/1/2015 10:24,Castro Street and El Camino Real,32,51,Subscriber,94158
829859,385,7/1/2015 9:33,Embarcadero at Folsom,51,7/1/2015 9:40,2nd at Townsend,61,469,Subscriber,94044
829648,891,7/1/2015 8:37,San Francisco Caltrain (Townsend at 4th),70,7/1/2015 8:51,Golden Gate at Polk,59,344,Subscriber,94306
829642,621,7/1/2015 8:36,Civic Center BART (7th at Market),72,7/1/2015 8:46,Townsend at 7th,65,439,Subscriber,94703
829638,398,7/1/2015 8:35,San Francisco Caltrain 2 (330 Townsend),69,7/1/2015 8:42,5th at Howard,57,371,Subscriber,94303
829476,618,7/1/2015 7:49,San Francisco Caltrain (Townsend at 4th),70,7/1/2015 7:59,Embarcadero at Folsom,51,364,Subscriber,94404
829443,215,7/1/2015 7:42,Evelyn Park and Ride,30,7/1/2015 7:45,Mountain View Caltrain Station,28,197,Subscriber,94043
829234,908,6/30/2015 22:06,Market at 10th,67,6/30/2015 22:22,Post at Kearny,47,312,Subscriber,2780
829126,213,6/30/2015 19:13,Townsend at 7th,65,6/30/2015 19:17,San Francisco Caltrain 2 (330 Townsend),69,601,Subscriber,94401
829085,461,6/30/2015 18:55,San Francisco Caltrain (Townsend at 4th),70,6/30/2015 19:02,Spear at Folsom,49,289,Subscriber,94105
828983,758,6/30/2015 18:10,Commercial at Montgomery,45,6/30/2015 18:23,2nd at Townsend,61,300,Customer,94061
828886,336,6/30/2015 17:45,Yerba Buena Center of the Arts (3rd @ Howard),68,6/30/2015 17:51,San Francisco Caltrain (Townsend at 4th),70,405,Subscriber,94403
828735,311,6/30/2015 17:07,2nd at Folsom,62,6/30/2015 17:12,San Francisco Caltrain 2 (330 Townsend),69,415,Subscriber,95060
828666,593,6/30/2015 16:46,2nd at South Park,64,6/30/2015 16:56,Mechanics Plaza (Market at Battery),75,363,Subscriber,94116
828571,381,6/30/2015 16:09,San Pedro Square,6,6/30/2015 16:15,San Jose Diridon Caltrain Station,2,19,Subscriber,94070
828550,805,6/30/2015 16:00,Broadway St at Battery St,82,6/30/2015 16:14,San Francisco Caltrain (Townsend at 4th),70,525,Subscriber,95054
828407,650,6/30/2015 13:23,Embarcadero at Bryant,54,6/30/2015 13:33,Harry Bridges Plaza (Ferry Building),50,328,Customer,95831
828385,904,6/30/2015 13:03,Stanford in Redwood City,25,6/30/2015 13:18,Stanford in Redwood City,25,299,Subscriber,95037
828203,456,6/30/2015 10:36,Steuart at Market,74,6/30/2015 10:44,Embarcadero at Sansome,60,465,Subscriber,94612
828195,394,6/30/2015 10:28,Market at 4th,76,6/30/2015 10:35,San Francisco Caltrain (Townsend at 4th),70,541,Subscriber,94541
828156,596,6/30/2015 10:03,Embarcadero at Sansome,60,6/30/2015 10:13,Temporary Transbay Terminal (Howard at Beale),55,576,Subscriber,94105
828038,781,6/30/2015 9:19,San Francisco Caltrain 2 (330 Townsend),69,6/30/2015 9:32,Spear at Folsom,49,442,Subscriber,94062
827944,482,6/30/2015 8:53,San Francisco Caltrain 2 (330 Townsend),69,6/30/2015 9:01,2nd at Folsom,62,387,Subscriber,95112
827884,589,6/30/2015 8:39,South Van Ness at Market,66,6/30/2015 8:49,Townsend at 7th,65,352,Subscriber,94102
827865,524,6/30/2015 8:34,Steuart at Market,74,6/30/2015 8:42,2nd at Townsend,61,378,Subscriber,94903
827663,599,6/30/2015 7:38,Embarcadero at Folsom,51,6/30/2015 7:48,San Francisco Caltrain (Townsend at 4th),70,492,Subscriber,94107
827325,1726,6/29/2015 18:46,Embarcadero at Sansome,60,6/29/2015 19:15,Post at Kearny,47,100,Subscriber,94109
827304,127,6/29/2015 18:35,2nd at Townsend,61,6/29/2015 18:38,2nd at South Park,64,551,Subscriber,94107
827187,571,6/29/2015 17:52,5th at Howard,57,6/29/2015 18:02,Temporary Transbay Terminal (Howard at Beale),55,376,Subscriber,94610
827029,412,6/29/2015 17:12,Beale at Market,56,6/29/2015 17:18,Grant Avenue at Columbus Avenue,73,569,Subscriber,94133
826984,683,6/29/2015 17:05,MLK Library,11,6/29/2015 17:16,Japantown,9,150,Subscriber,95112
826954,2006,6/29/2015 16:55,Civic Center BART (7th at Market),72,6/29/2015 17:28,San Francisco Caltrain 2 (330 Townsend),69,603,Subscriber,94040
826864,609,6/29/2015 16:14,Temporary Transbay Terminal (Howard at Beale),55,6/29/2015 16:24,San Francisco Caltrain (Townsend at 4th),70,503,Subscriber,95008
826768,235,6/29/2015 15:06,Spear at Folsom,49,6/29/2015 15:10,Embarcadero at Bryant,54,404,Subscriber,94114
826581,1262,6/29/2015 10:59,Steuart at Market,74,6/29/2015 11:20,South Van Ness at Market,66,563,Customer,11743
826467,421,6/29/2015 9:35,2nd at Townsend,61,6/29/2015 9:42,Steuart at Market,74,563,Subscriber,94025
826420,539,6/29/2015 9:21,2nd at Townsend,61,6/29/2015 9:30,Harry Bridges Plaza (Ferry Building),50,209,Subscriber,94107
826410,451,6/29/2015 9:13,San Francisco Caltrain 2 (330 Townsend),69,6/29/2015 9:21,5th at Howard,57,331,Subscriber,94086
826378,585,6/29/2015 9:03,Market at 10th,67,6/29/2015 9:13,Market at Sansome,77,405,Subscriber,94301
826245,516,6/29/2015 8:31,Powell Street BART,39,6/29/2015 8:40,Steuart at Market,74,321,Subscriber,94103
826237,633,6/29/2015 8:31,San Francisco Caltrain 2 (330 Townsend),69,6/29/2015 8:41,Market at 10th,67,322,Subscriber,94061
